Date,Open,High,Low,Close,Volume,Adj Close
2013-12-03,54.86,55.56,54.74,55.55,1034600,55.55
2013-12-02,56.22,56.27,55.26,55.41,1366800,55.41
2013-11-29,55.90,57.05,55.72,56.56,879400,56.39
2013-11-27,55.53,55.96,55.30,55.71,639000,55.54
2013-11-26,55.43,55.55,54.96,55.27,628900,55.10
2013-11-25,55.41,56.08,55.31,55.48,732200,55.31
2013-11-22,54.94,55.18,54.56,55.12,881400,54.95
2013-11-21,55.50,55.62,54.64,54.80,1144100,54.63
2013-11-20,55.49,55.79,54.49,55.28,1325300,55.11
2013-11-19,56.39,56.49,55.05,55.29,1277400,55.12
2013-11-18,56.94,56.97,56.11,56.35,1064600,56.18
2013-11-15,56.75,56.98,55.83,56.79,1769100,56.61
2013-11-14,56.98,56.99,56.14,56.72,957300,56.54
2013-11-13,55.81,56.98,55.78,56.92,1099900,56.74
2013-11-12,56.34,56.82,55.91,56.33,1202100,56.16
2013-11-11,57.17,57.40,56.03,56.28,1645900,56.11
2013-11-08,57.98,58.19,57.20,57.60,1128500,57.42
2013-11-07,57.55,59.35,57.49,58.00,2992900,57.82
2013-11-06,57.81,57.94,57.17,57.50,1130600,57.32
2013-11-05,57.65,57.80,56.96,57.44,841200,57.26
2013-11-04,57.06,58.12,57.05,57.77,1075700,57.59
2013-11-01,56.63,56.76,55.90,56.65,1357600,56.47
2013-10-31,56.86,57.44,56.75,56.75,1490400,56.57
2013-10-30,57.70,57.80,56.88,57.20,1880000,57.02
2013-10-29,58.42,58.50,56.87,57.78,2551600,57.60
2013-10-28,57.90,58.74,57.81,58.70,3112400,58.52
2013-10-25,57.13,58.96,56.81,58.09,3486800,57.91
2013-10-24,54.54,57.35,54.54,57.12,4591000,56.94
2013-10-23,52.98,54.77,52.82,54.60,2628400,54.43
2013-10-22,54.13,54.69,53.74,54.49,1707400,54.32
2013-10-21,54.38,54.40,53.56,53.88,1131700,53.71
2013-10-18,52.82,54.45,52.60,54.20,2321600,54.03
2013-10-17,51.67,52.72,51.52,52.69,1746200,52.53
2013-10-16,52.01,52.19,51.51,51.86,1087400,51.70
2013-10-15,51.78,52.48,51.29,51.50,1418900,51.34
2013-10-14,50.99,52.12,50.67,52.03,1010300,51.87
2013-10-11,51.34,51.70,51.04,51.29,964700,51.13
2013-10-10,51.63,51.90,51.19,51.41,1144500,51.25
2013-10-09,50.28,51.41,50.07,51.03,1302200,50.87
2013-10-08,51.50,51.50,50.12,50.24,1692400,50.08
2013-10-07,51.20,51.78,51.13,51.22,1139300,51.06
2013-10-04,51.13,52.26,51.13,51.93,967000,51.77
2013-10-03,51.98,52.05,50.96,51.24,1368700,51.08
2013-10-02,51.30,52.01,51.07,51.94,1514200,51.78
2013-10-01,51.34,52.09,50.79,51.61,1753700,51.45
2013-09-30,50.65,51.47,50.47,51.04,1724100,50.88
2013-09-27,51.48,51.74,50.97,51.21,1802500,51.05
2013-09-26,52.37,52.50,51.40,51.75,1961900,51.59
2013-09-25,53.53,53.76,52.22,52.24,2186900,52.08
2013-09-24,52.76,53.89,52.76,53.48,1411600,53.31
2013-09-23,52.90,53.19,52.36,52.89,1102000,52.73
2013-09-20,53.83,53.95,52.86,52.91,1509500,52.75
2013-09-19,53.86,54.74,53.55,53.90,1476200,53.73
2013-09-18,52.66,54.06,52.01,53.55,2454800,53.38
2013-09-17,53.38,53.60,52.79,52.96,2048300,52.80
2013-09-16,54.79,54.88,53.71,53.78,1108300,53.61
2013-09-13,53.68,53.92,53.27,53.80,1042900,53.63
2013-09-12,53.84,54.19,53.40,53.49,1305500,53.32
2013-09-11,54.37,54.60,53.64,54.29,1188500,54.12
2013-09-10,54.07,54.73,53.84,54.35,3271100,54.18
2013-09-09,51.55,53.64,51.48,53.20,3349400,53.04
2013-09-06,51.05,51.73,50.42,51.00,1638700,50.84
2013-09-05,49.78,51.18,49.70,50.86,1792200,50.70
2013-09-04,49.46,50.08,49.27,49.90,1645100,49.75
2013-09-03,49.67,50.12,49.07,49.56,2247100,49.41
2013-08-30,48.99,49.24,48.69,49.12,2162100,48.97
2013-08-29,48.65,50.29,48.52,49.18,3590300,48.85
2013-08-28,49.23,50.48,48.07,48.89,8420700,48.57
2013-08-27,52.39,52.42,51.12,51.31,2051900,50.97
2013-08-26,52.65,54.24,52.63,52.87,2305000,52.52
2013-08-23,52.77,52.85,52.03,52.45,1278400,52.10
2013-08-22,51.00,52.62,50.96,52.48,1559000,52.13
2013-08-21,51.65,51.65,50.55,50.61,1255100,50.27
2013-08-20,51.18,52.28,50.25,51.96,1911600,51.61
2013-08-19,52.15,52.15,51.10,51.15,1272200,50.81
2013-08-16,52.53,52.93,52.19,52.26,1210200,51.91
2013-08-15,51.94,52.83,51.41,52.68,1515500,52.33
2013-08-14,52.61,53.22,52.37,52.59,1279000,52.24
2013-08-13,52.35,53.09,52.32,52.54,2095900,52.19
2013-08-12,50.86,52.12,50.72,51.84,1885900,51.50
2013-08-09,49.54,51.71,49.32,51.10,2716500,50.76
2013-08-08,48.72,49.93,48.59,49.51,1554800,49.18
2013-08-07,48.69,48.77,48.13,48.32,1117700,48.00
2013-08-06,49.59,49.69,48.69,48.79,1272900,48.47
2013-08-05,50.23,50.48,49.36,49.84,1358000,49.51
2013-08-02,49.90,50.51,49.42,50.48,1334000,50.14
2013-08-01,49.94,50.50,49.70,50.01,1770500,49.68
2013-07-31,49.69,50.26,49.19,49.50,1712400,49.17
2013-07-30,48.80,49.71,48.57,49.42,1993200,49.09
2013-07-29,48.82,49.12,48.34,48.68,1200700,48.36
2013-07-26,48.23,48.84,48.10,48.83,1125400,48.51
2013-07-25,48.19,49.09,48.01,48.49,2515900,48.17
2013-07-24,50.23,50.34,47.83,48.37,3939600,48.05
2013-07-23,50.82,51.30,50.00,50.09,2024200,49.76
2013-07-22,50.48,51.28,50.36,50.39,1287700,50.06
2013-07-19,50.27,50.61,49.90,50.26,1416100,49.93
2013-07-18,50.84,51.26,50.23,50.34,2072700,50.01
2013-07-17,52.31,52.99,50.67,50.90,3057700,50.56
2013-07-16,51.82,52.24,51.65,52.18,1338800,51.83
2013-07-15,51.65,51.84,51.33,51.58,918300,51.24
2013-07-12,51.08,51.78,50.88,51.56,1654700,51.22
2013-07-11,50.36,51.91,50.23,51.38,1966000,51.04
2013-07-10,49.48,50.01,49.30,49.32,1693900,48.99
2013-07-09,49.50,50.00,49.38,49.48,1697500,49.15
2013-07-08,49.04,49.20,48.58,49.12,1630800,48.79
2013-07-05,48.63,48.83,47.96,48.82,1499300,48.50
2013-07-03,48.30,48.56,48.03,48.34,1083500,48.02
2013-07-02,48.70,49.10,48.26,48.35,1407800,48.03
2013-07-01,48.82,49.07,48.12,48.82,2060200,48.50
2013-06-28,49.14,49.91,48.51,48.53,4778600,48.21
2013-06-27,49.30,49.66,48.93,49.44,2470000,49.11
2013-06-26,50.62,50.62,48.95,48.99,2525300,48.66
2013-06-25,50.36,50.94,49.96,50.10,1910000,49.77
2013-06-24,49.57,50.18,48.52,49.70,3228600,49.37
2013-06-21,51.45,51.58,49.90,50.30,2706200,49.97
2013-06-20,52.09,52.12,50.85,51.12,3148300,50.78
2013-06-19,53.25,54.12,52.95,52.96,2040800,52.61
2013-06-18,52.34,53.22,52.12,53.04,1872800,52.69
2013-06-17,52.94,53.07,51.99,52.41,2104500,52.06
2013-06-14,53.84,54.02,52.36,52.86,1588200,52.51
2013-06-13,52.00,53.96,51.98,53.84,1536700,53.48
2013-06-12,52.76,52.98,51.75,51.97,1212600,51.62
2013-06-11,52.19,52.87,51.51,52.28,1096100,51.93
2013-06-10,53.69,53.85,52.55,52.77,1642200,52.42
2013-06-07,53.49,53.80,52.71,53.67,1599300,53.31
2013-06-06,52.83,53.50,52.47,53.04,1412900,52.69
2013-06-05,53.32,53.48,52.50,52.87,2256000,52.52
2013-06-04,53.66,54.59,53.64,54.05,1865200,53.69
2013-06-03,54.28,54.55,52.55,53.76,2863100,53.40
2013-05-31,54.86,55.36,54.07,54.08,2306800,53.72
2013-05-30,54.80,57.10,53.53,55.61,4227700,55.07
2013-05-29,54.59,56.23,54.26,55.08,2479600,54.54
2013-05-28,56.29,56.30,54.77,54.79,1774500,54.25
2013-05-24,56.10,56.10,54.71,55.42,1885000,54.88
2013-05-23,55.45,56.39,55.06,56.11,2035600,55.56
2013-05-22,58.50,58.60,56.53,56.82,2843200,56.27
2013-05-21,58.90,59.61,58.29,58.95,2582700,58.37
2013-05-20,56.70,58.93,56.58,58.81,2482600,58.24
2013-05-17,56.73,57.03,56.42,56.74,1798900,56.19
2013-05-16,56.03,57.53,55.71,56.58,2113800,56.03
2013-05-15,56.34,56.88,55.75,56.11,1906300,55.56
2013-05-14,57.65,57.73,56.03,56.74,2952400,56.19
2013-05-13,59.41,59.42,57.11,57.57,2280900,57.01
2013-05-10,60.61,60.74,58.99,59.71,1758800,59.13
2013-05-09,61.42,61.67,60.45,60.62,1911500,60.03
2013-05-08,60.28,61.75,60.17,61.48,2305900,60.88
2013-05-07,58.99,60.50,58.80,60.20,2250200,59.61
2013-05-06,57.73,59.16,57.18,58.71,1232800,58.14
2013-05-03,56.09,57.78,56.09,57.63,1708800,57.07
2013-05-02,54.80,55.43,54.53,55.25,1458600,54.71
2013-05-01,56.18,56.18,54.46,54.61,1617100,54.08
2013-04-30,57.07,57.07,55.70,56.52,1473200,55.97
2013-04-29,57.01,57.54,56.11,57.19,1191300,56.63
2013-04-26,57.15,57.16,56.26,56.60,1082500,56.05
2013-04-25,56.69,57.87,56.36,57.31,1716000,56.75
2013-04-24,55.30,56.45,55.04,56.16,1637900,55.61
2013-04-23,54.78,55.88,54.18,55.16,1474000,54.62
2013-04-22,54.27,54.88,52.89,54.48,1895700,53.95
2013-04-19,53.80,54.55,53.38,54.21,1793100,53.68
2013-04-18,53.56,54.10,52.51,53.62,1454400,53.10
2013-04-17,53.64,54.00,53.04,53.43,2014700,52.91
2013-04-16,53.43,54.51,53.37,54.30,2668800,53.77
2013-04-15,53.53,54.38,52.35,52.71,3979700,52.20
2013-04-12,54.70,54.77,52.10,54.47,6665300,53.94
2013-04-11,57.21,57.22,54.71,54.84,7088800,54.30
2013-04-10,58.38,58.47,56.74,57.24,2458300,56.68
2013-04-09,57.01,58.50,56.40,58.15,2386600,57.58
2013-04-08,56.59,57.20,55.78,56.83,978300,56.27
2013-04-05,55.78,56.76,55.32,56.73,2040100,56.18
2013-04-04,56.02,56.96,55.68,56.74,1829300,56.19
2013-04-03,56.64,56.84,55.45,56.01,3113900,55.46
2013-04-02,57.94,58.08,57.07,57.28,1618000,56.72
2013-04-01,59.45,59.51,57.20,57.75,1631300,57.19
2013-03-28,59.95,60.09,59.15,59.52,1843100,58.94
2013-03-27,58.29,60.24,58.11,60.00,1954300,59.41
2013-03-26,58.16,59.02,57.72,58.86,1692500,58.29
2013-03-25,58.60,58.69,57.23,57.81,1927000,57.25
2013-03-22,58.57,58.88,58.03,58.41,1341500,57.84
2013-03-21,58.44,58.88,58.03,58.29,2054100,57.72
2013-03-20,59.70,59.71,57.71,58.72,3116300,58.15
2013-03-19,61.82,61.83,58.78,59.03,2939400,58.45
2013-03-18,61.21,62.32,60.89,61.81,1096500,61.21
2013-03-15,61.41,62.58,61.40,62.13,1747100,61.52
2013-03-14,61.69,62.08,60.95,61.69,2295000,61.09
2013-03-13,61.22,61.87,60.89,61.54,1476700,60.94
2013-03-12,61.67,61.85,60.41,61.28,1866000,60.68
2013-03-11,63.02,63.06,61.27,61.74,2958300,61.14
2013-03-08,62.30,63.49,62.13,63.13,1841600,62.51
2013-03-07,62.09,62.64,61.57,61.80,2086200,61.20
2013-03-06,62.00,62.62,61.64,62.05,1689900,61.44
2013-03-05,60.66,61.67,60.66,61.62,2064000,61.02
2013-03-04,61.42,61.51,59.24,60.18,2845700,59.59
2013-03-01,62.59,63.33,61.33,62.06,2113000,61.45
2013-02-28,64.10,65.69,63.34,63.34,2914100,62.72
2013-02-27,61.52,64.00,60.01,63.45,4246500,62.66
2013-02-26,60.00,60.72,59.02,59.96,2367500,59.21
2013-02-25,63.40,63.49,59.63,59.70,2811700,58.95
2013-02-22,63.23,63.38,62.10,63.02,1857600,62.23
2013-02-21,63.84,63.84,62.23,62.77,3593100,61.99
2013-02-20,65.21,68.21,64.25,65.25,9256300,64.43
2013-02-19,63.14,64.58,62.90,63.54,3220800,62.75
2013-02-15,63.21,64.17,62.30,62.86,3313700,62.07
2013-02-14,62.58,63.33,62.52,62.73,1861000,61.95
2013-02-13,62.29,63.41,62.16,62.82,1515600,62.03
2013-02-12,62.05,62.50,61.63,62.13,1116300,61.35
2013-02-11,61.55,62.07,60.84,61.94,1025600,61.17
2013-02-08,61.06,61.82,61.00,61.45,1104300,60.68
2013-02-07,62.45,62.81,60.25,61.19,2495600,60.43
2013-02-06,62.79,63.46,61.89,62.33,1987800,61.55
2013-02-05,63.13,63.58,62.71,63.15,1154100,62.36
2013-02-04,63.50,63.51,62.57,62.72,1536600,61.94
2013-02-01,63.80,65.20,63.70,64.15,2358500,63.35
2013-01-31,62.28,63.62,62.13,63.17,2103800,62.38
2013-01-30,62.95,63.29,62.27,62.35,1315700,61.57
2013-01-29,62.67,63.98,62.43,62.90,2912400,62.11
2013-01-28,63.09,63.68,62.42,62.66,3454000,61.88
2013-01-25,65.94,66.00,62.95,63.26,5189600,62.47
2013-01-24,66.53,67.62,65.21,65.94,2465600,65.12
2013-01-23,67.94,68.05,66.21,66.56,2784400,65.73
2013-01-22,68.98,69.00,67.03,68.74,2462200,67.88
2013-01-18,68.87,69.19,67.87,69.01,1425800,68.15
2013-01-17,68.13,68.98,67.70,68.23,1440900,67.38
2013-01-16,68.00,68.25,67.54,67.70,1205600,66.85
2013-01-15,67.93,68.50,67.90,68.40,885400,67.55
2013-01-14,68.13,68.70,67.90,68.22,1054900,67.37
2013-01-11,68.64,69.00,67.96,68.13,1560600,67.28
2013-01-10,68.66,68.90,67.84,68.70,1784200,67.84
2013-01-09,67.41,68.69,67.14,67.97,2200400,67.12
2013-01-08,67.72,67.72,66.19,67.06,1968800,66.22
2013-01-07,65.40,67.21,64.86,66.97,1715100,66.13
2013-01-04,65.22,66.19,65.12,65.84,1098600,65.02
2013-01-03,65.73,66.40,64.81,65.18,1570400,64.37
2013-01-02,65.70,66.90,64.76,66.00,2795400,65.18
2012-12-31,61.32,63.92,61.25,63.78,1698200,62.98
2012-12-28,61.48,61.94,61.37,61.48,1105500,60.71
2012-12-27,62.42,62.63,61.56,62.20,1464800,61.42
2012-12-26,62.42,63.33,62.13,62.23,858800,61.45
2012-12-24,62.04,62.47,61.66,62.42,552500,61.64
2012-12-21,61.46,62.76,61.30,62.52,2489700,61.74
2012-12-20,62.79,63.22,62.19,63.11,1119700,62.32
2012-12-19,62.66,63.45,62.46,62.57,1824400,61.79
2012-12-18,61.11,62.46,61.11,62.37,1965100,61.59
2012-12-17,61.92,62.00,60.34,61.02,2039000,60.26
2012-12-14,60.28,62.79,60.21,61.64,3549900,60.87
2012-12-13,60.01,61.33,59.54,60.40,2180100,59.65
2012-12-12,57.90,61.25,57.01,60.17,6916600,59.42
2012-12-11,58.02,58.66,57.55,57.87,2316300,57.15
2012-12-10,57.43,58.29,56.96,57.92,1605800,57.20
2012-12-07,57.01,57.79,56.75,57.43,1587600,56.71
2012-12-06,56.60,56.75,55.56,56.45,1285500,55.74
2012-12-05,55.77,57.66,55.60,56.63,2424000,55.92
2012-12-04,56.29,56.93,55.18,55.57,2094000,54.88
2012-12-03,57.39,57.73,56.08,56.18,1039000,55.48
2012-11-30,57.05,57.27,56.48,56.99,1576200,56.28
2012-11-29,56.88,57.90,56.88,57.28,1439700,56.39
2012-11-28,55.25,56.43,54.65,56.31,1766900,55.44
2012-11-27,57.00,57.45,55.50,55.68,1889300,54.82
2012-11-26,56.66,57.01,56.15,57.01,1161800,56.13
2012-11-23,56.34,57.14,56.17,57.13,777000,56.24
2012-11-21,55.71,56.73,55.25,55.66,1304000,54.80
2012-11-20,57.25,57.67,55.01,55.95,2490700,55.08
2012-11-19,55.96,57.31,55.85,57.07,2132400,56.18
2012-11-16,55.48,55.48,53.83,54.88,1836100,54.03
2012-11-15,55.26,56.10,54.25,55.34,2748100,54.48
2012-11-14,57.89,58.17,55.10,55.25,2056400,54.39
2012-11-13,57.73,58.69,57.57,57.63,1492500,56.74
2012-11-12,57.98,58.84,57.26,58.32,1708500,57.42
2012-11-09,57.19,58.65,56.91,57.56,2020200,56.67
2012-11-08,59.59,59.98,56.60,57.65,2844700,56.76
2012-11-07,61.90,62.20,59.23,59.43,4580700,58.51
2012-11-06,64.13,64.61,63.32,63.72,1735600,62.73
2012-11-05,63.62,64.40,63.32,63.86,1138100,62.87
2012-11-02,66.77,67.00,63.90,63.99,1972500,63.00
2012-11-01,63.77,66.13,63.33,66.03,3094600,65.01
2012-10-31,61.85,63.55,61.85,62.45,1606400,61.48
2012-10-26,60.16,63.30,59.30,61.55,6714500,60.60
2012-10-25,60.34,60.63,58.61,59.74,1965700,58.81
2012-10-24,61.21,61.60,59.55,59.74,1595500,58.81
2012-10-23,61.61,61.68,59.90,60.80,1673600,59.86
2012-10-22,61.89,64.13,61.00,62.93,2939800,61.95
2012-10-19,62.21,62.54,61.50,62.21,3200100,61.24
2012-10-18,61.68,63.00,61.36,62.94,2767700,61.96
2012-10-17,61.27,62.49,60.67,61.82,1851300,60.86
2012-10-16,60.55,61.39,60.22,60.88,1790000,59.94
2012-10-15,58.75,60.10,58.44,60.01,1658400,59.08
2012-10-12,58.53,59.88,58.07,58.44,1422800,57.53
2012-10-11,56.89,59.37,56.50,58.56,3215300,57.65
2012-10-10,57.08,57.70,55.78,56.19,2801500,55.32
2012-10-09,57.42,59.45,57.19,57.72,2955800,56.82
2012-10-08,56.71,57.74,56.26,57.34,1024300,56.45
2012-10-05,58.16,58.63,56.79,57.15,1580100,56.26
2012-10-04,56.42,57.57,55.95,57.55,2018100,56.66
2012-10-03,56.40,56.67,55.84,56.01,1245900,55.14
2012-10-02,56.48,57.16,55.91,56.27,2105900,55.40
2012-10-01,56.64,57.83,55.73,56.12,2683500,55.25
2012-09-28,57.00,57.01,55.40,56.06,3261300,55.19
2012-09-27,57.31,58.20,56.50,57.35,3212300,56.46
2012-09-26,56.88,57.10,54.46,56.37,4065300,55.50
2012-09-25,59.52,59.53,56.66,56.88,5223600,56.00
2012-09-24,60.79,61.34,59.42,60.17,3414200,59.24
2012-09-21,61.45,61.72,59.40,59.41,2482000,58.49
2012-09-20,60.58,61.12,58.87,60.71,2457200,59.77
2012-09-19,61.16,62.89,61.00,62.14,2610400,61.18
2012-09-18,60.01,61.48,59.76,61.24,2008600,60.29
2012-09-17,61.88,62.00,60.08,60.31,1828300,59.37
2012-09-14,61.30,63.68,61.30,61.60,4384800,60.64
2012-09-13,56.60,60.00,55.35,58.98,3527500,58.06
2012-09-12,56.95,57.50,55.80,56.69,1381000,55.81
2012-09-11,55.58,57.10,55.55,56.47,1629800,55.59
2012-09-10,56.21,57.29,55.07,55.20,2674600,54.34
2012-09-07,53.84,57.08,53.84,56.63,3503000,55.75
2012-09-06,51.85,53.30,51.40,53.09,2964900,52.27
2012-09-05,51.48,52.05,50.75,51.20,1987000,50.41
2012-09-04,53.14,53.30,50.88,51.65,2259300,50.85
2012-08-31,52.66,53.71,51.76,53.38,2594100,52.55
2012-08-30,53.54,54.16,51.72,51.97,3871300,51.16
2012-08-29,51.16,55.09,49.65,54.43,11990600,53.41
2012-08-28,54.13,54.74,52.72,53.07,3562000,52.08
2012-08-27,55.85,56.08,54.20,54.37,2113700,53.35
2012-08-24,56.50,57.20,55.50,55.59,2071100,54.55
2012-08-23,56.84,57.48,56.50,56.84,2030600,55.78
2012-08-22,57.42,58.22,56.32,57.87,3185500,56.79
2012-08-21,57.17,59.30,56.95,57.91,2675700,56.83
2012-08-20,55.55,57.09,55.52,57.09,1707300,56.02
2012-08-17,56.27,56.93,55.60,55.90,1759000,54.86
2012-08-16,54.83,56.18,54.30,55.98,1903100,54.93
2012-08-15,54.13,54.83,52.90,54.47,1543700,53.45
2012-08-14,56.33,56.69,54.41,54.58,1400200,53.56
2012-08-13,56.94,57.20,55.26,55.86,1596500,54.82
2012-08-10,56.39,57.39,56.00,57.24,2162200,56.17
2012-08-09,56.28,57.38,55.84,56.74,2258000,55.68
2012-08-08,54.77,57.36,54.31,56.17,3083200,55.12
2012-08-07,52.65,55.60,52.57,55.06,2845300,54.03
2012-08-06,50.94,52.87,50.55,52.45,1735300,51.47
2012-08-03,49.95,51.70,49.61,50.58,1795000,49.64
2012-08-02,49.24,49.92,48.20,48.77,2118300,47.86
2012-08-01,52.33,52.54,49.36,49.54,3430000,48.61
2012-07-31,52.12,53.00,51.55,51.94,2138800,50.97
2012-07-30,52.78,53.32,51.31,52.22,1339600,51.24
2012-07-27,50.71,53.44,50.57,53.01,2206700,52.02
2012-07-26,52.19,52.74,49.80,51.27,2979800,50.31
2012-07-25,50.98,51.75,49.52,50.99,2856500,50.04
2012-07-24,51.56,51.99,49.26,49.74,1865900,48.81
2012-07-23,50.27,51.67,49.00,51.33,1745300,50.37
2012-07-20,52.09,53.24,51.43,51.54,1562000,50.58
2012-07-19,52.18,53.84,52.15,52.90,2546400,51.91
2012-07-18,50.14,52.49,49.72,51.83,1854700,50.86
2012-07-17,49.40,50.73,48.55,50.55,2044800,49.61
2012-07-16,50.26,50.35,48.72,49.13,2037500,48.21
2012-07-13,49.13,50.96,49.10,50.59,2128700,49.64
2012-07-12,48.88,49.35,47.69,48.93,3255400,48.02
2012-07-11,50.45,50.65,48.87,49.45,3333800,48.53
2012-07-10,53.91,54.67,50.06,50.58,3566400,49.64
2012-07-09,55.00,55.49,53.29,53.52,1819500,52.52
2012-07-06,56.11,56.20,54.80,55.26,1351300,54.23
2012-07-05,55.34,58.56,55.34,57.13,1892200,56.06
2012-07-03,54.38,56.25,54.38,56.21,1920800,55.16
2012-07-02,56.27,56.72,53.73,54.35,2253500,53.33
2012-06-29,55.30,57.24,54.85,56.73,3276400,55.67
2012-06-28,51.39,54.01,51.30,53.93,2110100,52.92
2012-06-27,52.49,52.55,51.39,51.91,2323500,50.94
2012-06-26,52.23,52.65,50.90,51.91,2320300,50.94
2012-06-25,53.40,53.70,52.00,52.11,2243100,51.14
2012-06-22,55.02,55.24,53.77,54.23,1602700,53.22
2012-06-21,56.78,57.16,54.77,54.82,1985900,53.80
2012-06-20,57.86,58.00,55.80,56.73,1845900,55.67
2012-06-19,56.13,58.50,56.13,57.88,1766300,56.80
2012-06-18,55.25,56.12,54.76,55.94,1259600,54.89
2012-06-15,55.93,56.30,55.20,55.84,2130100,54.80
2012-06-14,55.10,56.15,54.41,55.51,1592200,54.47
2012-06-13,56.60,56.94,54.53,54.92,2842300,53.89
2012-06-12,55.81,57.13,55.48,57.06,1531800,55.99
2012-06-11,59.13,59.40,55.11,55.26,2031100,54.23
2012-06-08,56.80,58.31,55.73,58.12,1604000,57.03
2012-06-07,59.64,60.28,57.14,57.33,2286300,56.26
2012-06-06,56.91,58.50,56.75,58.05,2337000,56.97
2012-06-05,55.12,56.80,54.92,56.14,2384800,55.09
2012-06-04,55.59,55.71,53.25,54.53,3071000,53.51
2012-06-01,54.03,56.90,53.48,55.69,4929500,54.65
2012-05-31,54.41,56.44,53.30,55.86,8699600,54.82
2012-05-30,60.88,60.88,58.84,59.05,3458100,57.78
2012-05-29,61.63,63.95,61.56,62.32,2664100,60.97
2012-05-25,59.28,60.55,59.00,60.21,1935600,58.91
2012-05-24,64.12,64.19,59.30,59.74,3660100,58.45
2012-05-23,62.38,64.19,61.00,64.00,2052200,62.62
2012-05-22,64.96,65.43,62.60,63.28,3441700,61.91
2012-05-21,60.95,64.66,60.94,64.59,2867700,63.20
2012-05-18,59.67,62.13,59.49,60.64,3336800,59.33
2012-05-17,60.62,60.77,58.68,59.11,2899700,57.83
2012-05-16,61.78,63.21,60.72,60.77,2986700,59.46
2012-05-15,63.36,63.60,60.46,60.88,2648200,59.57
2012-05-14,63.81,64.18,62.68,63.67,1872900,62.30
2012-05-11,64.12,65.95,63.89,64.91,1414600,63.51
2012-05-10,65.69,66.25,64.32,64.74,1768600,63.34
2012-05-09,65.00,66.20,64.11,64.68,2744100,63.28
2012-05-08,65.32,66.24,63.15,66.17,2778100,64.74
2012-05-07,66.35,67.00,65.68,66.01,2287100,64.58
2012-05-04,67.90,67.96,66.19,66.52,2834700,65.08
2012-05-03,70.63,70.63,68.16,68.59,1955500,67.11
2012-05-02,69.86,70.86,68.75,70.60,2859700,69.08
2012-05-01,70.55,71.49,70.16,70.65,2688400,69.12
2012-04-30,71.17,71.23,70.38,70.77,1997000,69.24
2012-04-27,72.53,72.95,71.57,71.60,2232200,70.05
2012-04-26,70.56,72.61,70.37,72.23,2504600,70.67
2012-04-25,72.04,72.10,70.01,70.76,3661700,69.23
2012-04-24,72.02,72.78,71.20,71.77,1878200,70.22
2012-04-23,73.10,73.10,71.00,71.96,2563200,70.41
2012-04-20,75.71,76.43,74.07,74.09,1915700,72.49
2012-04-19,76.21,77.63,74.64,75.33,2102200,73.70
2012-04-18,75.97,77.12,75.75,76.26,1512500,74.61
2012-04-17,75.39,77.14,74.71,76.28,1916000,74.63
2012-04-16,75.67,76.74,73.70,74.13,1825000,72.53
