Date,Open,High,Low,Close,Volume,Adj Close
2013-12-05,54.29,54.47,53.96,54.09,3361400,53.98
2013-12-04,54.36,54.98,54.05,54.55,1903700,54.44
2013-12-03,55.24,55.38,54.52,54.88,2278400,54.76
2013-12-02,55.43,55.96,55.25,55.51,1944000,55.39
2013-11-29,55.64,55.77,55.34,55.39,1145200,55.27
2013-11-27,55.14,55.51,55.06,55.47,1164600,55.35
2013-11-26,55.30,55.45,55.13,55.13,1183600,55.01
2013-11-25,55.72,55.77,55.38,55.42,1677800,55.30
2013-11-22,54.99,55.70,54.60,55.65,1866700,55.53
2013-11-21,53.91,54.58,53.71,54.52,1145600,54.41
2013-11-20,53.70,54.35,53.35,53.58,1819500,53.47
2013-11-19,53.68,54.15,53.48,53.79,1542800,53.68
2013-11-18,54.25,54.34,53.74,53.81,1890200,53.70
2013-11-15,54.47,54.60,53.80,54.15,1901500,54.04
2013-11-14,53.50,54.43,53.50,54.27,1811200,54.16
2013-11-13,52.33,53.49,52.33,53.46,2152100,53.35
2013-11-12,51.88,52.78,51.56,52.71,3495700,52.60
2013-11-11,52.35,53.19,51.62,51.88,2129500,51.77
2013-11-08,51.84,52.32,50.75,52.27,4778600,52.16
2013-11-07,53.42,53.42,51.90,51.96,2278300,51.85
2013-11-06,52.82,53.31,52.67,53.08,1589800,52.97
2013-11-05,53.50,53.53,52.40,52.42,2642400,52.31
2013-11-04,54.08,54.16,53.64,53.79,1241000,53.68
2013-11-01,54.03,54.34,53.76,53.98,2088700,53.87
2013-10-31,54.34,54.48,53.86,53.86,2214700,53.75
2013-10-30,54.79,55.18,54.19,54.24,4396900,54.13
2013-10-29,54.43,54.86,54.41,54.68,1788900,54.57
2013-10-28,54.53,54.71,54.19,54.41,3091600,54.30
2013-10-25,54.65,54.98,54.44,54.50,2678900,54.39
2013-10-24,52.96,54.57,52.20,54.48,4063000,54.37
2013-10-23,54.03,54.32,53.77,54.29,1878100,54.18
2013-10-22,54.08,54.36,53.82,54.16,2041800,54.05
2013-10-21,53.79,53.93,53.39,53.85,1856000,53.74
2013-10-18,53.69,53.95,53.36,53.85,2444300,53.74
2013-10-17,51.97,53.60,51.80,53.51,1917200,53.40
2013-10-16,51.70,52.46,51.57,52.21,1963600,52.10
2013-10-15,51.37,51.67,50.95,51.11,1862200,51.00
2013-10-14,50.80,51.47,50.51,51.45,1448600,51.34
2013-10-11,51.07,51.41,50.90,51.27,2363100,51.16
2013-10-10,50.75,51.26,50.75,51.15,4442500,51.04
2013-10-09,49.91,50.53,49.86,50.03,2175900,49.93
2013-10-08,50.84,50.89,49.49,49.52,2720500,49.42
2013-10-07,51.15,51.37,50.76,50.82,1978300,50.71
2013-10-04,51.00,51.73,51.00,51.67,1715900,51.56
2013-10-03,50.72,51.12,50.02,50.96,2094100,50.85
2013-10-02,50.48,51.06,50.19,50.92,1659400,50.81
2013-10-01,50.58,51.11,50.55,50.85,1204200,50.74
2013-09-30,50.09,50.76,50.00,50.55,2155100,50.44
2013-09-27,50.49,50.88,50.40,50.82,1494700,50.71
2013-09-26,50.35,51.00,50.35,50.96,1927300,50.85
2013-09-25,50.84,51.00,50.20,50.44,1615800,50.23
2013-09-24,50.88,51.29,50.53,50.70,2177900,50.49
2013-09-23,51.65,51.69,50.80,50.81,2534200,50.60
2013-09-20,52.66,52.66,51.54,51.69,4379800,51.48
2013-09-19,53.03,54.36,52.18,52.40,5108300,52.19
2013-09-18,50.51,52.90,50.18,52.67,5008800,52.46
2013-09-17,50.34,50.82,50.26,50.54,2753100,50.33
2013-09-16,49.48,50.43,49.31,50.19,2801900,49.99
2013-09-13,48.24,48.72,48.11,48.55,1674700,48.35
2013-09-12,48.16,48.38,47.90,48.20,2757500,48.00
2013-09-11,47.82,48.32,47.74,48.30,3253100,48.10
2013-09-10,47.42,48.01,47.34,47.76,1889100,47.57
2013-09-09,47.20,47.38,46.85,47.10,2244000,46.91
2013-09-06,46.20,47.17,45.95,47.11,3059600,46.92
2013-09-05,46.79,47.32,46.01,46.14,2317000,45.95
2013-09-04,46.45,47.02,46.20,46.94,2093400,46.75
2013-09-03,46.68,46.99,46.19,46.62,2794000,46.43
2013-08-30,46.25,46.47,45.68,46.16,2903800,45.97
2013-08-29,45.15,46.42,45.06,46.18,2108500,45.99
2013-08-28,45.29,45.87,45.12,45.25,1774400,45.07
2013-08-27,46.28,46.36,45.15,45.20,2250900,45.02
2013-08-26,47.00,47.48,46.91,46.91,1731300,46.72
2013-08-23,47.81,47.81,46.88,46.97,1621400,46.78
2013-08-22,46.63,48.14,46.60,47.75,1725500,47.56
2013-08-21,46.61,47.14,46.23,46.45,1413800,46.26
2013-08-20,46.30,47.00,46.25,46.84,1534000,46.65
2013-08-19,46.68,46.84,46.28,46.30,1833400,46.11
2013-08-16,47.11,47.30,46.34,46.68,3023800,46.49
2013-08-15,48.19,48.19,47.00,47.30,2123200,47.11
2013-08-14,49.05,49.21,48.45,48.66,1512900,48.46
2013-08-13,48.67,49.17,48.17,49.10,1518400,48.90
2013-08-12,49.00,49.03,48.19,48.46,2569500,48.26
2013-08-09,49.49,49.87,49.24,49.31,1550200,49.11
2013-08-08,49.76,49.95,49.27,49.50,1407100,49.30
2013-08-07,49.22,49.63,49.02,49.40,1640900,49.20
2013-08-06,50.00,50.32,49.33,49.41,2372500,49.21
2013-08-05,50.01,50.39,49.79,50.08,1666500,49.88
2013-08-02,49.78,50.13,49.61,49.89,1197300,49.69
2013-08-01,49.35,50.33,49.31,50.01,2018400,49.81
2013-07-31,48.99,49.41,48.62,48.88,2167200,48.68
2013-07-30,48.27,49.00,48.27,48.73,2507700,48.53
2013-07-29,49.13,49.17,47.55,48.08,3284600,47.88
2013-07-26,47.98,48.67,47.45,48.66,2453700,48.46
2013-07-25,145.98,146.53,143.20,143.95,6413400,47.79
2013-07-24,148.23,148.64,145.96,146.30,3243900,48.57
2013-07-23,148.65,148.90,147.12,147.60,1986900,49.00
2013-07-22,145.86,148.94,145.71,148.81,2412600,49.40
2013-07-19,145.87,146.20,144.05,145.83,2478000,48.41
2013-07-18,146.74,146.79,145.30,146.13,2364300,48.51
2013-07-17,146.41,147.45,145.70,146.32,3105900,48.57
2013-07-16,144.41,145.98,144.21,144.90,2954700,48.10
2013-07-15,143.50,144.76,142.50,144.41,2658000,47.94
2013-07-12,141.31,143.59,141.30,143.49,3421500,47.63
2013-07-11,138.83,141.00,138.33,139.93,5418600,46.45
2013-07-10,140.27,140.27,136.70,136.98,4790700,45.47
2013-07-09,138.00,139.59,136.55,139.46,3641700,46.30
2013-07-08,138.06,138.71,136.30,137.24,4081800,45.56
2013-07-05,138.51,138.99,136.32,136.95,4059000,45.46
2013-07-03,137.25,138.51,136.74,137.96,1761900,45.80
2013-07-02,138.45,139.88,137.05,138.24,3371700,45.89
2013-07-01,136.90,139.47,136.89,138.56,3964500,46.00
2013-06-28,138.52,138.62,135.36,136.02,6092100,45.16
2013-06-27,138.42,139.46,137.76,138.93,2818500,46.12
2013-06-26,138.50,138.79,137.02,137.39,4122600,45.61
2013-06-25,135.76,137.95,134.87,137.26,2987400,45.57
2013-06-24,136.50,136.50,132.65,133.98,5026800,44.48
2013-06-21,139.69,139.69,136.51,137.02,6136200,45.49
2013-06-20,144.00,144.00,137.17,137.43,6586500,45.62
2013-06-19,150.60,150.72,145.42,145.47,4308900,48.20
2013-06-18,147.56,151.15,146.89,150.92,2328300,50.00
2013-06-17,147.95,148.84,146.56,147.27,3201000,48.79
2013-06-14,147.39,148.35,146.99,147.13,4568700,48.75
2013-06-13,143.25,147.57,142.67,147.10,4645800,48.74
2013-06-12,149.89,149.89,142.80,143.30,4640700,47.48
2013-06-11,148.30,149.61,146.46,147.11,3470400,48.74
2013-06-10,151.00,151.29,150.06,150.40,2906700,49.83
2013-06-07,149.91,150.67,149.04,150.46,3617400,49.85
2013-06-06,148.63,149.63,147.71,149.51,4744800,49.53
2013-06-05,154.18,154.57,148.20,148.49,5089200,49.20
2013-06-04,155.48,157.32,152.98,154.27,3481200,51.11
2013-06-03,155.00,155.75,150.50,155.48,4302900,51.51
2013-05-31,160.98,161.74,154.65,154.81,5000700,51.29
2013-05-30,162.18,164.01,161.06,161.24,2517300,53.42
2013-05-29,163.66,165.12,161.04,161.96,2078700,53.66
2013-05-28,164.95,167.20,164.68,164.81,1856100,54.60
2013-05-24,160.62,163.08,160.03,162.94,1311000,53.98
2013-05-23,160.72,162.58,159.62,162.04,2218200,53.69
2013-05-22,165.65,168.71,162.77,163.65,2136900,54.22
2013-05-21,166.93,167.60,165.07,165.23,3039000,54.74
2013-05-20,167.94,169.62,167.59,167.85,977400,55.61
2013-05-17,166.70,168.40,165.19,168.32,1606200,55.77
2013-05-16,165.89,168.76,165.44,165.95,1888800,54.98
2013-05-15,166.68,167.00,164.58,166.59,2295300,55.19
2013-05-14,163.36,167.68,162.98,167.41,1773000,55.47
2013-05-13,162.00,164.34,162.00,163.09,1995600,54.03
2013-05-10,159.47,161.22,159.06,161.21,919500,53.41
2013-05-09,160.41,161.31,159.14,159.33,1709400,52.79
2013-05-08,158.85,160.56,158.28,160.42,1748100,53.15
2013-05-07,158.26,158.96,156.94,158.79,1026000,52.61
2013-05-06,156.58,158.35,155.88,157.76,1246800,52.27
2013-05-03,154.89,157.00,154.50,156.41,1612500,51.82
2013-05-02,153.58,153.60,152.03,153.01,2222700,50.69
2013-05-01,154.71,155.53,153.20,153.62,2048400,50.90
2013-04-30,155.40,158.25,154.19,154.66,1891200,51.24
2013-04-29,154.07,155.40,153.73,154.88,1115100,51.31
2013-04-26,154.14,154.88,153.40,153.61,1367400,50.89
2013-04-25,153.27,154.61,152.35,154.11,1327500,51.06
2013-04-24,152.43,153.22,151.64,152.46,1511400,50.51
2013-04-23,148.53,152.16,148.42,151.79,1618800,50.29
2013-04-22,147.47,148.60,146.05,148.23,1146000,49.11
2013-04-19,145.52,147.18,145.09,146.83,1699800,48.65
2013-04-18,148.10,148.54,144.10,144.73,1796100,47.95
2013-04-17,151.19,151.20,147.00,147.82,1881600,48.97
2013-04-16,151.49,153.01,150.54,152.81,1569300,50.63
2013-04-15,154.84,155.00,150.18,150.21,1307400,49.77
2013-04-12,155.32,155.81,154.05,155.27,1034100,51.44
2013-04-11,154.97,156.63,154.15,156.01,1427400,51.69
2013-04-10,152.51,155.85,152.34,155.19,2057700,51.42
2013-04-09,149.70,152.46,149.25,151.74,1869900,50.27
2013-04-08,148.17,149.51,147.13,149.47,1045800,49.52
2013-04-05,146.52,148.25,145.72,148.07,1604700,49.06
2013-04-04,145.97,149.42,145.97,149.23,2992500,49.44
2013-04-03,150.85,150.85,145.51,145.99,1702200,48.37
2013-04-02,150.10,150.99,149.52,150.61,1200600,49.90
2013-04-01,150.65,151.35,149.16,149.69,1114800,49.59
2013-03-28,149.63,151.04,149.18,150.81,1516500,49.97
2013-03-27,149.38,149.74,148.69,149.57,1442100,49.55
2013-03-26,148.86,150.82,148.20,150.72,2391000,49.94
2013-03-25,149.26,149.66,148.02,148.47,1395600,49.09
2013-03-22,147.95,148.68,147.44,148.64,1221900,49.15
2013-03-21,148.37,148.83,147.00,147.14,1741500,48.65
2013-03-20,148.93,149.86,148.58,149.12,1764000,49.31
2013-03-19,148.59,149.09,146.96,147.88,1735500,48.90
2013-03-18,148.23,148.81,147.96,148.19,2824200,49.00
2013-03-15,149.63,150.18,144.88,149.90,3665400,49.57
2013-03-14,149.38,150.60,149.15,150.09,1900200,49.63
2013-03-13,148.14,149.10,147.74,148.84,1893600,49.22
2013-03-12,147.99,148.31,147.11,148.15,1351200,48.99
2013-03-11,146.54,148.00,146.41,147.96,1366800,48.93
2013-03-08,147.27,147.44,145.37,146.84,1246500,48.55
2013-03-07,146.42,146.49,145.36,146.20,1424400,48.34
2013-03-06,145.90,146.60,145.42,146.20,1371600,48.34
2013-03-05,143.18,145.71,143.18,145.07,2238600,47.97
2013-03-04,140.75,142.43,140.17,142.33,1184700,47.06
2013-03-01,140.08,141.07,138.96,140.83,2821200,46.57
2013-02-28,141.85,142.43,141.14,141.25,1626000,46.71
2013-02-27,139.37,142.19,139.08,141.82,994200,46.89
2013-02-26,140.69,141.35,139.10,139.50,2079000,46.13
2013-02-25,143.99,144.19,139.96,139.96,1865100,46.28
2013-02-22,141.82,143.29,141.82,143.24,1583400,47.36
2013-02-21,142.81,142.81,140.61,140.84,2008800,46.57
2013-02-20,145.76,145.99,143.02,143.08,2912400,47.31
2013-02-19,144.54,146.13,144.13,146.08,2190000,48.30
2013-02-15,144.05,144.59,143.55,144.56,2812200,47.80
2013-02-14,142.05,144.54,141.38,144.43,2801700,47.76
2013-02-13,142.23,142.76,141.66,142.55,1505700,47.14
2013-02-12,140.92,142.41,140.78,142.25,2490300,47.04
2013-02-11,139.95,140.49,139.67,140.16,1322100,46.35
2013-02-08,139.82,140.67,139.61,140.20,1263300,46.36
2013-02-07,139.90,140.73,138.71,139.63,1579800,46.17
2013-02-06,138.85,140.66,138.85,140.56,2311800,46.48
2013-02-05,139.39,140.46,139.09,140.13,1700700,46.34
2013-02-04,139.19,140.29,138.44,138.75,2853300,45.88
2013-02-01,140.04,140.81,136.07,139.77,3899100,46.22
2013-01-31,137.08,137.63,136.36,136.88,3416400,45.26
2013-01-30,137.96,138.18,137.11,137.32,2038800,45.41
2013-01-29,136.00,138.45,135.06,137.91,3354900,45.60
2013-01-28,134.30,136.37,133.95,136.01,3410400,44.97
2013-01-25,133.37,134.50,132.88,134.48,2803800,44.47
2013-01-24,133.08,134.16,132.53,132.89,1992900,43.94
2013-01-23,132.96,133.45,132.55,132.74,2758500,43.89
2013-01-22,133.34,134.08,132.97,133.39,3216600,44.11
2013-01-18,132.50,133.60,131.66,133.39,7918200,44.11
2013-01-17,135.90,136.77,135.62,135.88,1797000,44.93
2013-01-16,135.47,136.25,134.79,135.57,1533000,44.83
2013-01-15,134.64,135.81,134.64,135.60,1013700,44.84
2013-01-14,135.45,135.90,134.62,135.58,1483500,44.83
2013-01-11,133.91,135.72,133.45,135.66,2075700,44.86
2013-01-10,132.34,134.09,131.90,134.01,2214600,44.31
2013-01-09,132.47,132.47,130.80,131.37,2392200,43.44
2013-01-08,130.49,132.19,129.36,132.18,2694000,43.71
2013-01-07,130.57,131.21,130.13,130.53,1923300,43.16
2013-01-04,130.18,131.60,129.86,131.47,1828500,43.47
2013-01-03,130.09,130.60,129.17,129.79,2237700,42.92
2013-01-02,128.60,129.98,128.01,129.97,1933200,42.98
2012-12-31,124.53,125.99,124.01,125.70,2783100,41.56
2012-12-28,125.23,125.96,124.57,124.66,1482300,41.22
2012-12-27,126.85,126.85,124.77,126.30,1538100,41.76
2012-12-26,128.49,128.49,126.60,126.63,1155000,41.87
2012-12-24,128.23,128.93,126.72,128.41,1436700,42.46
2012-12-21,127.51,128.66,127.50,128.33,3511800,42.43
2012-12-20,129.10,129.92,128.59,129.41,1792500,42.79
2012-12-19,128.78,130.39,128.29,128.81,1704600,42.59
2012-12-18,129.21,129.21,128.21,128.47,2880300,42.48
2012-12-17,127.70,129.02,126.59,128.82,2054400,42.60
2012-12-14,126.73,128.00,126.39,126.99,2377500,41.99
2012-12-13,126.58,127.27,126.14,126.82,1733100,41.93
2012-12-12,127.39,128.02,126.33,126.62,2098500,41.87
2012-12-11,127.14,127.94,126.71,127.39,2031900,42.03
2012-12-10,127.47,127.90,126.85,127.41,1922400,42.03
2012-12-07,127.83,128.46,126.62,127.68,1206900,42.12
2012-12-06,127.63,127.78,126.21,127.31,2160900,42.00
2012-12-05,128.92,129.98,126.80,127.59,2357700,42.09
2012-12-04,129.07,129.63,128.06,128.72,1466700,42.47
2012-12-03,132.96,132.96,131.78,132.07,2181900,43.57
2012-11-30,132.73,132.73,131.71,132.02,2117400,43.56
2012-11-29,132.44,133.11,131.74,132.62,948900,43.75
2012-11-28,130.85,131.90,130.10,131.53,1749000,43.39
2012-11-27,131.66,132.21,131.14,131.65,1682700,43.43
2012-11-26,132.10,132.92,131.06,132.05,1488900,43.56
2012-11-23,132.40,133.18,131.76,133.18,451200,43.94
2012-11-21,130.82,131.63,130.30,131.61,1049700,43.42
2012-11-20,130.11,131.27,128.79,130.70,1795800,43.12
2012-11-19,129.48,130.58,128.64,130.58,2960700,43.08
2012-11-16,128.67,130.00,126.10,128.12,2445600,42.27
2012-11-15,127.63,128.91,126.58,127.71,2378100,42.13
2012-11-14,130.18,131.00,127.11,127.45,1920600,42.05
2012-11-13,128.68,131.49,127.99,129.86,1837500,42.84
2012-11-12,129.50,129.78,128.69,129.49,1718700,42.72
2012-11-09,127.86,129.86,126.68,128.90,2277900,42.53
2012-11-08,129.28,131.23,128.09,128.10,1936500,42.26
2012-11-07,128.46,131.36,127.93,129.28,2154900,42.65
2012-11-06,131.42,133.06,131.28,132.17,1412400,43.60
2012-11-05,131.51,132.08,129.94,131.05,1718400,43.24
2012-11-02,133.04,133.66,131.95,131.95,3042900,43.53
2012-11-01,127.85,132.56,127.02,132.54,2672100,43.73
2012-10-31,128.05,128.80,126.77,127.80,2169000,42.16
2012-10-26,128.30,128.68,125.34,128.00,2569800,42.23
2012-10-25,127.00,127.64,124.78,126.33,3450600,41.68
2012-10-24,129.17,129.38,127.99,128.41,1926000,42.36
2012-10-23,129.16,129.26,127.45,128.13,2365500,42.27
2012-10-22,130.08,131.77,129.97,131.11,1514400,43.25
2012-10-19,133.09,133.45,130.35,130.53,2082600,43.06
2012-10-18,133.00,133.91,132.28,133.19,1712700,43.94
2012-10-17,131.73,133.89,130.89,133.34,2626500,43.99
2012-10-16,129.02,131.78,128.96,131.35,1774500,43.33
2012-10-15,130.36,130.36,126.96,128.79,1443900,42.49
2012-10-12,128.37,129.02,126.74,127.30,1315500,42.00
2012-10-11,128.78,129.27,128.05,128.28,1047000,42.32
2012-10-10,128.73,128.98,126.81,127.32,1643100,42.00
2012-10-09,129.39,129.73,127.98,128.58,1245300,42.42
2012-10-08,128.34,129.53,128.29,129.13,1162500,42.60
2012-10-05,129.54,131.24,128.63,129.32,1535700,42.66
2012-10-04,127.11,129.29,126.86,129.27,1890600,42.65
2012-10-03,126.71,126.99,124.92,126.41,1285800,41.70
2012-10-02,126.31,126.56,125.29,126.02,1397100,41.58
2012-10-01,125.30,127.61,125.30,125.85,2510400,41.52
2012-09-28,124.20,125.24,123.46,125.07,2290800,41.26
2012-09-27,124.15,125.18,123.26,124.84,1446300,41.19
2012-09-26,124.68,124.74,123.01,123.28,1615800,40.67
2012-09-25,126.34,126.60,124.33,124.37,2163600,40.94
2012-09-24,124.63,126.08,123.94,125.36,1563600,41.27
2012-09-21,125.35,126.84,124.99,125.12,2817300,41.19
2012-09-20,125.48,126.00,124.58,125.35,2088900,41.26
2012-09-19,126.00,126.45,124.79,126.20,1857300,41.54
2012-09-18,126.18,126.65,124.85,125.33,1927800,41.26
2012-09-17,127.50,128.17,126.21,126.50,1659300,41.64
2012-09-14,126.31,128.20,126.13,128.00,1863600,42.14
2012-09-13,123.88,126.70,122.98,126.38,2010300,41.60
2012-09-12,122.19,123.78,121.97,123.68,1533900,40.72
2012-09-11,121.35,122.50,120.94,121.88,1284000,40.12
2012-09-10,121.00,122.17,120.93,121.35,1374600,39.95
2012-09-07,120.92,121.47,120.40,121.36,2163900,39.95
2012-09-06,118.10,120.70,118.10,120.57,1346700,39.69
2012-09-05,117.92,118.38,116.80,117.03,1372800,38.53
2012-09-04,117.08,118.04,116.61,117.59,1623900,38.71
2012-08-31,117.71,118.10,116.78,117.40,1247100,38.65
2012-08-30,117.21,117.56,116.27,116.87,1309800,38.47
2012-08-29,118.53,118.54,117.60,118.06,1999500,38.86
2012-08-28,117.55,119.11,117.51,118.16,1839900,38.90
2012-08-27,119.39,119.67,117.72,117.98,1713300,38.84
2012-08-24,117.68,119.38,117.47,119.10,1976700,39.21
2012-08-23,118.36,118.45,117.41,118.05,1792800,38.86
2012-08-22,117.77,118.81,117.40,118.41,1738800,38.98
2012-08-21,119.21,120.05,117.33,117.86,2278800,38.80
2012-08-20,119.68,119.91,118.50,118.72,1820700,39.08
2012-08-17,119.60,120.02,118.72,119.93,1502700,39.48
2012-08-16,117.92,119.89,117.47,119.77,1967700,39.43
2012-08-15,116.08,118.29,115.80,117.99,2029200,38.84
2012-08-14,116.55,116.80,115.79,116.41,1373100,38.32
2012-08-13,115.63,116.19,114.88,115.72,1078500,38.09
2012-08-10,115.99,116.53,115.26,116.23,1123800,38.26
2012-08-09,116.41,117.33,115.62,116.18,999900,38.25
2012-08-08,116.66,117.99,116.02,116.51,1837800,38.35
2012-08-07,114.64,117.68,114.60,117.13,2652600,38.56
2012-08-06,113.95,115.08,113.77,114.03,1370400,37.54
2012-08-03,112.89,114.45,112.89,113.50,2302800,37.36
2012-08-02,111.61,112.63,110.28,110.98,2791200,36.53
2012-08-01,115.53,116.39,112.91,113.11,2817900,37.24
2012-07-31,114.91,115.93,114.03,114.95,3663300,37.84
2012-07-30,113.68,115.84,113.25,115.39,3264600,37.99
2012-07-27,109.44,113.03,109.18,112.21,5144400,36.94
2012-07-26,109.01,109.49,107.36,108.32,3133200,35.66
2012-07-25,107.89,108.44,106.75,106.79,3344400,35.15
2012-07-24,108.69,109.04,106.86,107.37,3766800,35.35
2012-07-23,108.62,109.56,105.98,108.79,3685500,35.81
2012-07-20,112.42,112.89,110.31,110.35,4476000,36.33
2012-07-19,113.25,113.79,112.45,113.40,1596600,37.33
2012-07-18,112.46,113.87,112.39,113.31,1445700,37.30
2012-07-17,112.96,113.89,111.36,113.18,2030700,37.26
2012-07-16,113.88,113.94,111.88,112.45,1945500,37.02
2012-07-13,109.37,113.96,109.36,113.88,2538900,37.49
2012-07-12,108.22,109.57,107.76,108.98,2083500,35.88
2012-07-11,109.44,110.70,108.61,109.59,2921100,36.08
2012-07-10,111.68,112.63,109.19,109.65,2393100,36.10
2012-07-09,109.67,111.74,109.59,110.64,1406100,36.42
2012-07-06,111.63,111.97,110.43,111.53,2010300,36.72
2012-07-05,112.90,113.77,112.90,113.07,2450700,37.22
2012-07-03,112.07,114.18,111.49,113.92,1260900,37.50
2012-07-02,111.08,112.00,110.48,111.91,1829100,36.84
2012-06-29,108.70,110.99,108.44,110.99,2958600,36.54
2012-06-28,104.39,105.98,104.26,105.87,2023200,34.85
2012-06-27,103.64,105.75,102.86,105.34,3434400,34.68
2012-06-26,103.29,103.94,102.73,103.53,1858200,33.99
2012-06-25,102.61,103.47,102.10,103.05,2489100,33.84
2012-06-22,104.76,105.37,104.16,104.43,8751900,34.29
2012-06-21,108.44,108.72,104.13,104.22,3416100,34.22
2012-06-20,109.47,109.65,107.05,108.06,3965700,35.48
2012-06-19,107.98,109.76,107.71,109.22,2196000,35.86
2012-06-18,108.20,108.35,107.04,107.21,2511900,35.20
2012-06-15,106.62,109.21,106.44,109.18,5459100,35.85
2012-06-14,104.86,105.88,104.49,105.64,2457300,34.69
2012-06-13,104.95,106.13,104.39,104.71,2946000,34.38
2012-06-12,105.06,106.32,103.81,106.24,2996100,34.88
2012-06-11,109.22,109.26,105.29,105.41,3892200,34.61
2012-06-08,107.33,108.13,105.46,108.10,3667800,35.49
2012-06-07,109.01,111.05,107.76,108.14,5830500,35.51
2012-06-06,104.98,107.06,104.89,107.01,2826000,35.14
2012-06-05,102.63,104.58,102.23,104.34,3378000,34.26
2012-06-04,102.01,102.98,101.51,102.73,3530400,33.73
2012-06-01,103.52,103.99,100.91,102.05,5910600,33.51
2012-05-31,107.11,107.58,105.91,106.79,3036600,35.06
2012-05-30,107.72,107.78,106.56,106.70,2577300,35.03
2012-05-29,107.73,109.31,107.73,108.66,2598000,35.68
2012-05-25,107.82,108.32,106.65,106.79,3305100,35.06
2012-05-24,108.46,108.46,106.31,108.00,4024200,35.46
2012-05-23,107.10,107.59,105.11,107.34,4686000,35.24
2012-05-22,108.96,110.80,107.28,107.88,4536900,35.42
2012-05-21,107.83,109.20,107.11,109.02,4086900,35.80
2012-05-18,108.77,108.88,106.85,107.46,4833900,35.28
2012-05-17,111.31,111.38,108.28,108.30,3055200,35.56
2012-05-16,113.78,114.17,111.05,111.09,2839200,36.48
2012-05-15,113.75,115.02,112.86,112.99,1897200,37.10
2012-05-14,112.75,114.64,112.06,113.79,2561100,37.36
2012-05-11,113.72,115.69,113.14,114.48,1559400,37.59
2012-05-10,115.92,118.07,114.64,115.00,2240100,37.76
2012-05-09,114.03,115.99,113.75,114.79,2488200,37.69
2012-05-08,115.29,115.80,114.20,115.44,2540700,37.90
2012-05-07,117.37,117.69,115.79,116.16,2931600,38.14
2012-05-04,118.81,119.35,117.40,117.57,2664600,38.60
2012-05-03,121.77,122.05,118.53,119.44,3417900,39.22
2012-05-02,123.99,124.22,120.34,121.74,3973800,39.97
2012-05-01,125.51,127.83,125.38,125.93,2220300,41.35
2012-04-30,125.76,125.79,124.77,125.51,1026000,41.21
2012-04-27,126.34,126.53,124.97,125.85,1414800,41.32
2012-04-26,123.52,126.13,123.30,125.63,1934700,41.25
2012-04-25,121.90,124.17,121.89,123.90,1912500,40.68
2012-04-24,120.06,121.71,119.97,121.16,1451700,39.78
2012-04-23,120.77,121.15,118.63,119.69,2923200,39.30
2012-04-20,122.78,124.00,122.11,122.70,2042400,40.29
2012-04-19,123.78,124.33,121.62,122.36,2048700,40.18
2012-04-18,123.85,124.58,123.00,123.48,2862000,40.54
2012-04-17,123.58,125.74,123.12,125.22,1610100,41.11
2012-04-16,123.76,124.48,121.50,122.70,1586400,40.29
